Route_Name,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seat_Availability
Patna (Bihar) to Purnea,AITIANA CRUISELINERS,Bharat Benz A/C Seater /Sleeper (2+1),20:20,09h 10m,05:30,3.8,INR 500,1 Seat available
Patna (Bihar) to Purnea,Maa Satyabhama Rath,A/C Seater / Sleeper (2+1),21:00,09h 00m,06:00,3.6,INR 600,7 Seats available
Patna (Bihar) to Purnea,Raj Bus Services,Bharat Benz A/C Seater /Sleeper (2+1),20:35,09h 00m,05:35,3.1,463,9 Seats available
Patna (Bihar) to Purnea,Shatabdi Travels,A/C Seater / Sleeper (2+1),21:00,09h 00m,06:00,2.4,585,6 Seats available
Patna (Bihar) to Purnea,Shri Sai Krishna Luxury,A/C Seater / Sleeper (2+1),21:15,09h 00m,06:15,2.7,INR 600,20 Seats available
Patna (Bihar) to Purnea,Raj Rath,A/C Seater / Sleeper (2+2),20:30,08h 45m,05:15,1.0,INR 500,4 Seats available
Patna (Bihar) to Purnea,Sadhvi Rath,A/C Seater / Sleeper (2+1),20:20,10h 00m,06:20,2.8,495,8 Seats available
Patna (Bihar) to Purnea,Sri Krishna Tours and Travels,A/C Seater / Sleeper (2+1),20:25,08h 50m,05:15,2.7,618,2 Seats available
Patna (Bihar) to Purnea,Sri Krishna Tours and Travels,A/C Seater / Sleeper (2+2),20:30,08h 50m,05:20,2.8,570,2 Seats available
Patna (Bihar) to Purnea,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,09h 15m,06:15,1.0,450,17 Seats available
Patna (Bihar) to Purnea,Shivam Travels,NON A/C Seater / Sleeper (2+2),21:00,09h 30m,06:30,1.2,INR 450,40 Seats available
Patna (Bihar) to Katihar,Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),21:25,09h 05m,06:30,3.1,INR 468,14 Seats available
Patna (Bihar) to Katihar,SOBHA TRAVELS (A.T),A/C Seater / Sleeper (2+1),20:40,08h 20m,05:00,3.3,540,25 Seats available
Patna (Bihar) to Katihar,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,09h 05m,06:05,1.4,720,28 Seats available
Patna (Bihar) to Ranchi,Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),20:41,09h 19m,06:00,2.5,INR 525,14 Seats available
Patna (Bihar) to Ranchi,Sri Sai ( Jharkhand Paryatak),A/C Seater / Sleeper (2+1),21:00,09h 00m,06:00,4.2,499,5 Seats available
Patna (Bihar) to Ranchi,MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),21:25,09h 20m,06:45,4.0,INR 650,6 Seats available
Patna (Bihar) to Ranchi,Rekha Luxury,A/C Seater / Sleeper (2+1),20:00,10h 00m,06:00,4.0,537,4 Seats available
Patna (Bihar) to Ranchi,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),20:27,07h 48m,04:15,4.4,900,10 Seats available
Patna (Bihar) to Ranchi,VIJAY RATH,A/C Seater / Sleeper (2+1),20:00,08h 45m,04:45,4.0,680,13 Seats available
Patna (Bihar) to Ranchi,Mahuli Travels,A/C Seater/Sleeper (2+1),21:00,09h 00m,06:00,3.3,468,22 Seats available
Patna (Bihar) to Ranchi,Rajdhani bus service,A/C Sleeper (2+1),20:05,07h 55m,04:00,4.2,740,4 Seats available
Patna (Bihar) to Ranchi,Sadhvi Rath,A/C Seater / Sleeper (2+1),20:40,09h 00m,05:40,3.2,540,33 Seats available
Patna (Bihar) to Ranchi,Chandralok Travels,A/C Seater / Sleeper (2+1),21:20,08h 50m,06:10,2.7,473,31 Seats available
Patna (Bihar) to Ranchi,Pappu Travels (yvts),A/C Seater/Sleeper (2+1),21:30,08h 30m,06:00,3.3,INR 800,8 Seats available
Patna (Bihar) to Ranchi,Maa Bhawani Travels,A/C Seater / Sleeper (2+1),21:45,07h 45m,05:30,2.6,540,10 Seats available
Patna (Bihar) to Ranchi,Puja Rath,A/C Seater / Sleeper (2+1),21:00,08h 40m,05:40,2.8,540,20 Seats available
Patna (Bihar) to Ranchi,Arzoo Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30,09h 00m,05:30,3.0,540,20 Seats available
Patna (Bihar) to Ranchi,Prithvi Vahan,Bharat Benz A/C Sleeper (2+1),21:10,07h 50m,05:00,1.9,765,12 Seats available
Patna (Bihar) to Ranchi,Sri Krishna Rath,NON A/C Seater / Sleeper (2+2),21:15,07h 15m,04:30,0.0,450,17 Seats available
Hazaribagh to Patna (Bihar),Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),23:15,06h 15m,05:30,3.3,INR 377,12 Seats available
Hazaribagh to Patna (Bihar),MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),23:30,07h 05m,06:35,4.2,INR 550,12 Seats available
Hazaribagh to Patna (Bihar),Rajdhani bus service,Non A/C Seater / Sleeper (2+1),23:45,05h 15m,05:00,3.3,509,6 Seats available
Hazaribagh to Patna (Bihar),Rajdhani bus service,A/C Sleeper (2+1),23:59,05h 51m,05:50,4.3,648,1 Seat available
Hazaribagh to Patna (Bihar),Sadhvi Rath,A/C Seater / Sleeper (2+1),23:28,06h 02m,05:30,1.0,540,19 Seats available
Hazaribagh to Patna (Bihar),Mahuli Travels,A/C Seater/Sleeper (2+1),23:59,06h 16m,06:15,2.9,383,19 Seats available
Hazaribagh to Patna (Bihar),Arzoo Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,05h 30m,05:00,1.2,555,6 Seats available
Hazaribagh to Patna (Bihar),Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),21:35,06h 26m,04:01,2.3,875,11 Seats available
Hazaribagh to Patna (Bihar),Pappu Travels (yvts),A/C Seater/Sleeper (2+1),20:00,06h 40m,02:40,1.0,INR 800,7 Seats available
Hazaribagh to Patna (Bihar),Tejas Maa Bhawani,Non AC Seater (2+2),21:00,07h 01m,04:01,2.3,INR 999,11 Seats available
Hazaribagh to Patna (Bihar),Tejas Maa Bhawani,A/C Sleeper (2+1),21:41,06h 09m,03:50,2.3,1088,12 Seats available
Hazaribagh to Patna (Bihar),Sri Krishna Rath,A/C Seater / Sleeper (2+2),01:20,04h 15m,05:35,1.0,INR 1200,62 Seats available
Hazaribagh to Patna (Bihar),Sri Krishna Rath,A/C Seater / Sleeper (2+2),01:20,04h 15m,05:35,1.0,INR 1200,61 Seats available
Ranchi to Patna (Bihar),Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),20:55,08h 35m,05:30,3.6,INR 500,12 Seats available
Ranchi to Patna (Bihar),MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),22:20,07h 35m,05:55,4.5,613,5 Seats available
Ranchi to Patna (Bihar),Divya Rath,A/C Sleeper (2+1),22:10,07h 20m,05:30,4.1,925,6 Seats available
Ranchi to Patna (Bihar),MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),21:00,09h 35m,06:35,3.7,INR 600,10 Seats available
Ranchi to Patna (Bihar),Mahuli Travels,A/C Seater/Sleeper (2+1),21:15,09h 00m,06:15,3.7,553,15 Seats available
Ranchi to Patna (Bihar),Arzoo Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,08h 00m,05:00,3.8,555,6 Seats available
Ranchi to Patna (Bihar),Sri Sai ( Jharkhand Paryatak),A/C Seater / Sleeper (2+1),21:15,08h 45m,06:00,3.7,451,6 Seats available
Ranchi to Patna (Bihar),VIJAY RATH,A/C Seater / Sleeper (2+1),22:00,08h 10m,06:10,3.3,680,14 Seats available
Ranchi to Patna (Bihar),Puja Rath,A/C Seater / Sleeper (2+1),20:30,09h 00m,05:30,2.9,540,16 Seats available
Ranchi to Patna (Bihar),Sadhvi Rath,A/C Seater / Sleeper (2+1),20:30,09h 00m,05:30,2.6,540,18 Seats available
Ranchi to Patna (Bihar),Chandralok Travels,A/C Seater / Sleeper (2+1),21:35,08h 55m,06:30,1.8,473,34 Seats available
Ranchi to Patna (Bihar),Maharani Express,A/C Seater / Sleeper (2+2),23:45,07h 30m,07:15,1.0,INR 650,17 Seats available
Ranchi to Patna (Bihar),Rajdhani bus service,A/C Sleeper (2+1),23:00,06h 50m,05:50,2.8,740,1 Seat available
Ranchi to Patna (Bihar),Prithvi Vahan,Bharat Benz A/C Sleeper (2+1),20:50,08h 20m,05:10,1.3,765,9 Seats available
Ranchi to Patna (Bihar),Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:35,08h 00m,05:35,1.3,INR 1200,61 Seats available
Ranchi to Patna (Bihar),Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:35,08h 00m,05:35,1.7,1080,62 Seats available
Ranchi to Patna (Bihar),Pihu Enterprises Private Limited,A/C Seater / Sleeper (2+1),22:10,10h 00m,08:10,2.1,694,7 Seats available
Ranchi to Patna (Bihar),Pihu (yvts),A/C Seater / Sleeper (2+1),21:55,08h 15m,06:10,2.8,INR 650,6 Seats available
Ranchi to Patna (Bihar),Rajdhani bus service,Non A/C Seater / Sleeper (2+1),21:25,07h 35m,05:00,0.0,555,6 Seats available
Lucknow to Motihari,Bihar state road transport corporation (BSRTC) - 152185,Volvo AC Seater 2+2,22:30,08h 30m,07:00,3.3,680,21 Seats available
Lucknow to Motihari,MISHRA BANDHU BUS SERVICE,A/C Seater / Sleeper (2+1),21:30,10h 00m,07:30,2.7,INR 849,3 Seats available
Lucknow to Motihari,New India Bus Service,A/C Seater / Sleeper (2+2),23:30,09h 30m,09:00,1.0,INR 1699,24 Seats available
Patna (Bihar) to Hazaribagh,Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),20:41,07h 19m,04:00,2.5,INR 396,14 Seats available
Patna (Bihar) to Hazaribagh,Rekha Luxury,A/C Seater / Sleeper (2+1),20:00,08h 00m,04:00,3.1,537,23 Seats available
Patna (Bihar) to Hazaribagh,Arzoo Travels,A/C Seater / Sleeper (2+1),20:30,06h 00m,02:30,3.0,450,45 Seats available
Patna (Bihar) to Hazaribagh,Sadhvi Rath,A/C Seater / Sleeper (2+1),20:40,06h 00m,02:40,3.2,540,48 Seats available
Patna (Bihar) to Hazaribagh,Sri Sai ( Jharkhand Paryatak),A/C Seater / Sleeper (2+1),21:00,07h 30m,04:30,4.4,499,5 Seats available
Patna (Bihar) to Hazaribagh,MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),21:25,06h 55m,04:20,4.5,INR 650,6 Seats available
Patna (Bihar) to Hazaribagh,Chandralok Travels,A/C Seater / Sleeper (2+1),21:20,07h 10m,04:30,2.9,473,34 Seats available
Patna (Bihar) to Hazaribagh,Mahuli Travels,A/C Seater / Sleeper (2+1),21:00,07h 00m,04:00,2.6,468,33 Seats available
Patna (Bihar) to Hazaribagh,Puja Rath,A/C Seater / Sleeper (2+1),21:00,06h 30m,03:30,2.2,555,21 Seats available
Patna (Bihar) to Hazaribagh,Sri Krishna Rath,NON A/C Seater / Sleeper (2+2),21:15,06h 15m,03:30,1.0,INR 500,18 Seats available
Patna (Bihar) to Hazaribagh,Arzoo Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:45,06h 45m,03:30,2.9,468,42 Seats available
Patna (Bihar) to Hazaribagh,Pappu Travels (yvts),A/C Seater/Sleeper (2+1),21:30,06h 00m,03:30,3.8,INR 800,10 Seats available
Patna (Bihar) to Hazaribagh,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),20:27,06h 48m,03:15,2.2,900,23 Seats available
Patna (Bihar) to Hazaribagh,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),21:30,05h 00m,02:30,2.2,INR 800,4 Seats available
Patna (Bihar) to Hazaribagh,Tejas Maa Bhawani,Non AC Seater (2+2),21:30,05h 00m,02:30,0.0,INR 1000,41 Seats available
Ranchi to Muzaffarpur (Bihar),Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),20:55,10h 35m,07:30,2.6,INR 605,12 Seats available
Ranchi to Muzaffarpur (Bihar),Jai Mata Di Tour and Travels,AC Seater (2+2),20:00,09h 00m,05:00,1.8,1170,2 Seats available
Ranchi to Muzaffarpur (Bihar),Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:35,12h 00m,09:35,1.1,INR 1200,61 Seats available
Ranchi to Muzaffarpur (Bihar),Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:35,12h 00m,09:35,1.1,INR 1200,62 Seats available
Patna (Bihar) to Raxaul,Bihar state road transport corporation (BSRTC) - 150571,Non AC Seater (2+2),21:20,07h 10m,04:30,3.2,INR 293,13 Seats available
Patna (Bihar) to Raxaul,Jai Hanuman Travels,A/C Seater / Sleeper (2+2),22:00,07h 00m,05:00,2.6,INR 550,40 Seats available
Purnea to Patna (Bihar),Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,07h 15m,04:15,1.1,INR 449,27 Seats available
Purnea to Patna (Bihar),Shivam Travels,NON A/C Seater / Sleeper (2+2),20:30,08h 30m,05:00,1.2,INR 450,43 Seats available
Purnea to Patna (Bihar),Sameer Travels (GT),A/C Seater / Sleeper (2+2),23:40,06h 50m,06:30,3.9,INR 600,1 Seat available
Purnea to Patna (Bihar),Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,07h 15m,04:15,1.1,INR 449,15 Seats available
Agra to Motihari,Bihar state road transport corporation (BSRTC) - 117806,Volvo AC Seater 2+2,20:45,13h 15m,10:00,4.1,935,36 Seats available
Hazaribagh to Muzaffarpur (Bihar),Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),23:15,08h 15m,07:30,2.6,INR 484,12 Seats available
Hazaribagh to Muzaffarpur (Bihar),Tejas Maa Bhawani,A/C Sleeper (2+1),21:41,07h 34m,05:15,2.9,1088,14 Seats available
Hazaribagh to Muzaffarpur (Bihar),Tejas Maa Bhawani,Non AC Seater (2+2),21:00,08h 30m,05:30,2.9,INR 999,11 Seats available
Hazaribagh to Muzaffarpur (Bihar),Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),21:35,07h 55m,05:30,2.6,875,12 Seats available
Hazaribagh to Muzaffarpur (Bihar),Sri Krishna Rath,A/C Seater / Sleeper (2+2),01:20,08h 15m,09:35,1.0,INR 1200,61 Seats available
Hazaribagh to Muzaffarpur (Bihar),Sri Krishna Rath,A/C Seater / Sleeper (2+2),01:20,08h 15m,09:35,1.0,INR 1200,62 Seats available
Patna (Bihar) to Araria (Bihar),Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),21:25,07h 10m,04:35,4.0,INR 468,13 Seats available
Patna (Bihar) to Araria (Bihar),Divya Rath,A/C Sleeper (2+1),20:45,08h 00m,04:45,3.8,648,6 Seats available
Patna (Bihar) to Araria (Bihar),MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),21:25,08h 05m,05:30,3.8,INR 700,7 Seats available
Patna (Bihar) to Araria (Bihar),MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),22:10,07h 15m,05:25,3.9,INR 800,2 Seats available
Patna (Bihar) to Araria (Bihar),Sadhvi Rath,A/C Seater / Sleeper (2+1),20:20,08h 50m,05:10,3.3,495,8 Seats available
Patna (Bihar) to Araria (Bihar),AITIANA CRUISELINERS,Bharat Benz A/C Seater /Sleeper (2+1),20:20,08h 10m,04:30,2.8,INR 500,2 Seats available
Patna (Bihar) to Araria (Bihar),Maa Satyabhama Rath,A/C Seater / Sleeper (2+1),21:00,08h 30m,05:30,4.1,INR 600,5 Seats available
Patna (Bihar) to Araria (Bihar),Shatabdi Travels,A/C Seater / Sleeper (2+1),21:00,08h 00m,05:00,3.3,585,6 Seats available
Patna (Bihar) to Araria (Bihar),Shri Sai Krishna Luxury,A/C Seater / Sleeper (2+1),21:15,08h 30m,05:45,3.4,INR 600,22 Seats available
Patna (Bihar) to Araria (Bihar),Sri Krishna Tours and Travels,A/C Seater / Sleeper (2+2),20:30,08h 25m,04:55,2.3,570,1 Seat available
Patna (Bihar) to Araria (Bihar),Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,08h 50m,05:50,1.0,450,25 Seats available
Patna (Bihar) to Forbesganj,Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),21:25,06h 35m,04:00,4.0,INR 450,13 Seats available
Patna (Bihar) to Forbesganj,Divya Rath,A/C Sleeper (2+1),20:45,07h 00m,03:45,4.6,648,6 Seats available
Patna (Bihar) to Forbesganj,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),22:10,06h 50m,05:00,4.2,INR 700,6 Seats available
Patna (Bihar) to Forbesganj,Raj Bus Services,Bharat Benz A/C Seater /Sleeper (2+1),20:35,07h 30m,04:05,5.0,463,10 Seats available
Patna (Bihar) to Forbesganj,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),21:25,07h 00m,04:25,3.6,INR 700,8 Seats available
Patna (Bihar) to Forbesganj,Sadhvi Rath,A/C Seater / Sleeper (2+1),20:20,06h 45m,03:05,2.4,495,15 Seats available
Patna (Bihar) to Forbesganj,Chandralok Bus Service,A/C Seater / Sleeper (2+2),21:10,07h 20m,04:30,4.2,INR 400,19 Seats available
Patna (Bihar) to Forbesganj,Chandralok Bus Service,A/C Seater / Sleeper (2+2),21:00,07h 30m,04:30,1.0,INR 500,24 Seats available
Patna (Bihar) to Forbesganj,Maa Satyabhama Rath,A/C Seater / Sleeper (2+1),21:00,07h 45m,04:45,2.5,INR 600,7 Seats available
Patna (Bihar) to Forbesganj,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,07h 30m,04:30,1.5,INR 450,26 Seats available
Patna (Bihar) to Forbesganj,Shatabdi Travels,A/C Seater / Sleeper (2+1),21:00,07h 45m,04:45,2.9,585,11 Seats available
Patna (Bihar) to Forbesganj,Aarush Krrish,A/C Seater / Sleeper (2+1),21:00,07h 00m,04:00,3.7,540,23 Seats available
Patna (Bihar) to Forbesganj,Shri Sai Krishna Luxury,A/C Seater / Sleeper (2+1),21:15,07h 30m,04:45,0.0,INR 600,28 Seats available
Patna (Bihar) to Forbesganj,Sri Krishna Tours and Travels,A/C Seater / Sleeper (2+2),20:30,07h 40m,04:10,0.0,570,20 Seats available
Darbhanga to Patna (Bihar),Sri Krishna Tours and Travels,A/C Seater Push Back (2+2),12:20,03h 40m,16:00,3.2,333,16 Seats available
Darbhanga to Patna (Bihar),Sri Krishna Tours and Travels,A/C Seater Push Back (2+2),16:30,03h 30m,20:00,3.6,314,9 Seats available
Darbhanga to Patna (Bihar),Sadhvi Rath,A/C Seater / Sleeper (2+1),00:36,05h 00m,05:36,1.0,468,10 Seats available
Darbhanga to Patna (Bihar),Sri Krishna Rath,A/C Seater / Sleeper (2+2),01:45,02h 30m,04:15,1.6,INR 350,17 Seats available
Darbhanga to Patna (Bihar),Trimurti Travels,Tata A/C Seater (2+2),04:10,03h 35m,07:45,2.1,INR 300,45 Seats available
Darbhanga to Patna (Bihar),V.I.P Travels,Tata A/C Seater (2+2),04:45,03h 45m,08:30,2.5,INR 250,38 Seats available
Darbhanga to Patna (Bihar),Sri Krishna Tours and Travels,A/C Seater Push Back (2+2),04:55,04h 25m,09:20,1.3,314,14 Seats available
Darbhanga to Patna (Bihar),Trimurti Travels,Tata A/C Seater (2+2),05:15,03h 45m,09:00,1.0,INR 300,45 Seats available
Darbhanga to Patna (Bihar),Shiv Ganga Travels,NON A/C Seater Push Back (2+2),06:08,03h 52m,10:00,1.0,INR 300,24 Seats available
Darbhanga to Patna (Bihar),Shiv Ganga Travels,AC Seater (2+2),07:46,03h 44m,11:30,2.1,INR 330,24 Seats available
Darbhanga to Patna (Bihar),Shiv Ganga Travels,AC Seater (2+2),10:46,03h 44m,14:30,2.4,INR 330,45 Seats available
Darbhanga to Patna (Bihar),Shiv Ganga Travels,A/C Seater (2+2),11:13,03h 47m,15:00,1.0,INR 330,28 Seats available
Darbhanga to Patna (Bihar),Sri Krishna Tours and Travels,A/C Seater Push Back (2+2),13:30,03h 45m,17:15,1.0,314,8 Seats available
Darbhanga to Patna (Bihar),Shiv Ganga Travels,A/C Seater (2+2),14:06,03h 34m,17:40,0.0,INR 330,28 Seats available
Darbhanga to Patna (Bihar),Yogmaya,NON A/C Seater / Sleeper (2+2),23:00,05h 16m,04:16,0.0,INR 300,64 Seats available
Darbhanga to Patna (Bihar),Sri Krishna Tours and Travels,A/C Seater / Sleeper (2+1),01:00,05h 00m,06:00,0.0,618,21 Seats available
Patna (Bihar) to Saharsa,Bihar state road transport corporation (BSRTC) - 152896,Non AC Seater (2+2),21:59,08h 01m,06:00,2.8,INR 400,8 Seats available
Patna (Bihar) to Saharsa,Rukmanti (AT),A/C Seater / Sleeper (2+1),20:00,09h 00m,05:00,2.2,509,27 Seats available
Patna (Bihar) to Saharsa,Tiwari Motors,A/C Seater / Sleeper (2+1),20:00,09h 05m,05:05,2.0,INR 449,28 Seats available
Patna (Bihar) to Saharsa,Raj Rath,A/C Seater / Sleeper (2+2),21:00,09h 00m,06:00,2.6,INR 425,24 Seats available
Patna (Bihar) to Saharsa,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,07h 30m,04:30,1.0,630,27 Seats available
Delhi to Shimla,HRTC - 93,Himsuta AC Seater Volvo/Scania 2+2,19:35,09h 10m,04:45,4.0,INR 912,12 Seats available
Delhi to Shimla,HRTC - 591,A/C Executive (2+3),21:00,10h 20m,07:20,3.7,INR 632,41 Seats available
Delhi to Shimla,HRTC - 8,Himsuta AC Seater Volvo/Scania 2+2,21:02,09h 28m,06:30,4.7,INR 912,17 Seats available
Delhi to Shimla,HRTC - 570,Ordinary 3+2 Non AC Seater,21:25,09h 20m,06:45,2.5,INR 512,37 Seats available
Delhi to Shimla,HRTC - 20,Himsuta AC Seater Volvo/Scania 2+2,21:36,07h 54m,05:30,4.1,INR 887,23 Seats available
Delhi to Shimla,HRTC - 9,Himsuta AC Seater Volvo/Scania 2+2,22:00,09h 30m,07:30,4.1,INR 912,30 Seats available
Delhi to Shimla,HRTC - 579,Ordinary 3+2 Non AC Seater,22:30,09h 45m,08:15,4.4,INR 512,27 Seats available
Delhi to Shimla,HRTC - 36,Himsuta AC Seater Volvo/Scania 2+2,22:30,08h 00m,06:30,4.0,INR 887,15 Seats available
Delhi to Shimla,HRTC - 22,Himsuta AC Seater Volvo/Scania 2+2,23:00,08h 50m,07:50,4.4,INR 912,16 Seats available
Delhi to Shimla,HRTC - 564,Ordinary 3+2 Non AC Seater,23:40,09h 25m,09:05,4.8,INR 512,32 Seats available
Delhi to Shimla,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,08h 20m,07:45,4.4,522,23 Seats available
Delhi to Shimla,Bedi Travels,Volvo A/C Semi Sleeper (2+2),22:30,09h 30m,08:00,4.8,477,20 Seats available
Delhi to Shimla,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),21:55,09h 45m,07:40,4.5,495,13 Seats available
Delhi to Shimla,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,08h 30m,08:00,4.6,INR 450,34 Seats available
Delhi to Shimla,Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),22:05,10h 05m,08:10,4.4,482,13 Seats available
Delhi to Shimla,FlixBus,Volvo A/C Seater (2+2),23:55,08h 40m,08:35,3.6,INR 519.64,8 Seats available
Delhi to Shimla,RAO TRAVELS INDIA PVT LTD.,AC Seater (2+2),21:30,10h 00m,07:30,1.9,999,33 Seats available
Hamirpur (Himachal Pradesh) to Chandigarh,HRTC - 15,Himsuta AC Seater Volvo/Scania 2+2,20:00,04h 10m,00:10,5.0,INR 545,8 Seats available
Hamirpur (Himachal Pradesh) to Chandigarh,HRTC - 622,Ordinary 3+2 Non AC Seater,21:15,05h 15m,02:30,3.3,INR 369,37 Seats available
Hamirpur (Himachal Pradesh) to Chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,04h 55m,01:15,4.6,569,15 Seats available
Hamirpur (Himachal Pradesh) to Chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,04h 05m,01:20,4.1,585,3 Seats available
Hamirpur (Himachal Pradesh) to Chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,05h 10m,03:10,5.0,693,2 Seats available
Hamirpur (Himachal Pradesh) to Chandigarh,Bedi Travels,Volvo A/C Semi Sleeper (2+2),22:05,04h 00m,02:05,4.8,630,6 Seats available
Shimla to Delhi,HRTC - 188,Ordinary 3+2 Non AC Seater,19:25,09h 32m,04:57,2.5,INR 512,37 Seats available
Shimla to Delhi,HRTC - 2040093,Ordinary 3+2 Non AC Seater,19:40,09h 32m,05:12,3.0,INR 512,36 Seats available
Shimla to Delhi,HRTC - 74,Himsuta AC Seater Volvo/Scania 2+2,20:00,09h 00m,05:00,4.2,INR 912,14 Seats available
Shimla to Delhi,HRTC - 3,Himsuta AC Seater Volvo/Scania 2+2,21:00,09h 00m,06:00,4.6,INR 912,5 Seats available
Shimla to Delhi,HRTC - 108,A/C Executive (2+3),21:20,09h 32m,06:52,3.7,INR 632,44 Seats available
Shimla to Delhi,HRTC - 19,Himsuta AC Seater Volvo/Scania 2+2,21:30,08h 30m,06:00,4.4,INR 912,6 Seats available
Shimla to Delhi,HRTC - 1712,Ordinary 3+2 Non AC Seater,21:30,08h 30m,06:00,3.3,INR 512,24 Seats available
Shimla to Delhi,HRTC - 130,Ordinary 3+2 Non AC Seater,21:45,08h 30m,06:15,4.4,INR 512,37 Seats available
Shimla to Delhi,HRTC - 179,Ordinary 3+2 Non AC Seater,22:00,08h 30m,06:30,3.4,INR 512,26 Seats available
Shimla to Delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,08h 00m,04:30,4.4,INR 499,25 Seats available
Shimla to Delhi,Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,08h 00m,05:30,4.8,495,11 Seats available
Shimla to Delhi,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,08h 40m,06:40,4.4,504,10 Seats available
Shimla to Delhi,AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,07h 00m,05:00,3.6,INR 500,18 Seats available
Shimla to Delhi,Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,08h 40m,05:10,4.4,492,17 Seats available
Shimla to Delhi,FlixBus,Volvo A/C Seater (2+2),21:00,09h 00m,06:00,4.7,INR 795.54,14 Seats available
Delhi to Chandigarh,HRTC - 703,Himsuta AC Seater Volvo/Scania 2+2,19:00,04h 50m,23:50,3.8,INR 533,20 Seats available
Delhi to Chandigarh,HRTC - 549,A/C Executive (2+3),19:25,05h 15m,00:40,4.3,INR 390,37 Seats available
Delhi to Chandigarh,HRTC - 548,Ordinary 3+2 Non AC Seater,19:31,05h 09m,00:40,3.8,INR 290,26 Seats available
Delhi to Chandigarh,HRTC - 545,Ordinary 3+2 Non AC Seater,19:32,04h 48m,00:20,5.0,INR 275,34 Seats available
Delhi to Chandigarh,HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15,05h 05m,01:20,5.0,INR 543,32 Seats available
Delhi to Chandigarh,HRTC - 557,Ordinary 3+2 Non AC Seater,20:15,05h 15m,01:30,2.0,INR 290,37 Seats available
Delhi to Chandigarh,HRTC - 599,Himsuta AC Seater Volvo/Scania 2+2,20:29,05h 01m,01:30,3.8,INR 548,19 Seats available
Delhi to Chandigarh,HRTC - 597,Himsuta AC Seater Volvo/Scania 2+2,20:35,05h 05m,01:40,4.0,INR 543,32 Seats available
Delhi to Chandigarh,HRTC - 563,Ordinary 3+2 Non AC Seater,20:50,05h 25m,02:15,3.8,INR 275,35 Seats available
Delhi to Chandigarh,HRTC - 591,A/C Executive (2+3),21:00,06h 00m,03:00,3.7,INR 400,42 Seats available
